time;thread;requestID;mamFileID;inDesignServerInstance;sessionContext;documentLockedlogSeparatoropenFilesFromResponse;status
2013-12-10 02:16:29.814;pool-2-thread-4;!!!!34!!!!;7356;http://localhost:18385->[7356];API__52a62c2434a208.45653337;1;null;GOT_INDS
2013-12-10 02:16:29.820;pool-2-thread-4;!!!!34!!!!;7356;http://localhost:18385->[7356];API__52a62c2434a208.45653337;1;null;SENDING_TO_INDS
2013-12-10 02:16:29.866;pool-2-thread-4;!!!!34!!!!;7356;http://localhost:18385->[7356];API__52a62c2434a208.45653337;1;null;RECEIVED_FROM_INDS
2013-12-10 02:16:29.867;pool-2-thread-4;!!!!34!!!!;7356;http://localhost:18385->[7356];API__52a62c2434a208.45653337;1;[7356];SUCCESS_FROM_INDS
2013-12-10 02:16:29.872;pool-2-thread-4;!!!!34!!!!;7356;null;API__52a62c2434a208.45653337;1;[7356];SENT_TO_WEBSERVER
2013-12-10 02:16:29.942;pool-2-thread-5;!!!!35!!!!;7356;null;;1;null;RECEIVED_FROM_WEBSERVER
2013-12-10 02:16:29.942;pool-2-thread-5;!!!!35!!!!;7356;http://localhost:18385->[7356];;1;null;GOT_INDS
2013-12-10 02:16:29.947;pool-2-thread-5;!!!!35!!!!;7356;http://localhost:18385->[7356];;1;null;SENDING_TO_INDS
2013-12-10 02:16:30.109;pool-2-thread-5;!!!!35!!!!;7356;http://localhost:18385->[7356];;1;null;RECEIVED_FROM_INDS
2013-12-10 02:16:30.110;pool-2-thread-5;!!!!35!!!!;7356;http://localhost:18385->[7356];;1;[7356];SUCCESS_FROM_INDS
2013-12-10 02:16:30.114;pool-2-thread-5;!!!!35!!!!;7356;null;;1;[7356];SENT_TO_WEBSERVER
2013-12-10 02:16:31.128;pool-2-thread-6;!!!!36!!!!;7356;null;;1;null;RECEIVED_FROM_WEBSERVER
2013-12-10 02:16:31.128;pool-2-thread-6;!!!!36!!!!;7356;http://localhost:18385->[7356];;1;null;GOT_INDS
2013-12-10 02:16:31.170;pool-2-thread-6;!!!!36!!!!;7356;http://localhost:18385->[7356];;1;null;SENDING_TO_INDS
2013-12-10 02:16:31.808;pool-2-thread-6;!!!!36!!!!;7356;http://localhost:18385->[7356];;1;null;RECEIVED_FROM_INDS
2013-12-10 02:16:31.808;pool-2-thread-6;!!!!36!!!!;7356;http://localhost:18385->[7356];;1;[7356];SUCCESS_FROM_INDS
2013-12-10 02:16:31.813;pool-2-thread-6;!!!!36!!!!;7356;null;;1;[7356];SENT_TO_WEBSERVER
2013-12-10 02:16:32.826;pool-2-thread-7;!!!!37!!!!;7356;null;;1;null;RECEIVED_FROM_WEBSERVER
2013-12-10 02:16:32.826;pool-2-thread-7;!!!!37!!!!;7356;http://localhost:18385->[7356];;1;null;GOT_INDS
2013-12-10 02:16:32.830;pool-2-thread-7;!!!!37!!!!;7356;http://localhost:18385->[7356];;1;null;SENDING_TO_INDS
2013-12-10 02:16:33.187;pool-2-thread-7;!!!!37!!!!;7356;http://localhost:18385->[7356];;1;null;RECEIVED_FROM_INDS
2013-12-10 02:16:33.188;pool-2-thread-7;!!!!37!!!!;7356;http://localhost:18385->[7356];;1;[7356];SUCCESS_FROM_INDS
2013-12-10 02:16:33.191;pool-2-thread-7;!!!!37!!!!;7356;null;;1;[7356];SENT_TO_WEBSERVER
2013-12-10 02:16:34.205;pool-2-thread-8;!!!!38!!!!;7356;null;;1;null;RECEIVED_FROM_WEBSERVER
2013-12-10 02:16:34.205;pool-2-thread-8;!!!!38!!!!;7356;http://localhost:18385->[7356];;1;null;GOT_INDS
2013-12-10 02:16:34.209;pool-2-thread-8;!!!!38!!!!;7356;http://localhost:18385->[7356];;1;null;SENDING_TO_INDS
2013-12-10 02:16:34.485;pool-2-thread-8;!!!!38!!!!;7356;http://localhost:18385->[7356];;1;null;RECEIVED_FROM_INDS
2013-12-10 02:16:34.485;pool-2-thread-8;!!!!38!!!!;7356;http://localhost:18385->[];;1;[];SUCCESS_FROM_INDS
2013-12-10 02:16:34.489;pool-2-thread-8;!!!!38!!!!;7356;null;;1;[];SENT_TO_WEBSERVER
2013-12-10 02:16:36.007;pool-2-thread-9;!!!!39!!!!;7356;null;SYNCHRO_;1;null;RECEIVED_FROM_WEBSERVER
2013-12-10 02:16:36.007;pool-2-thread-9;!!!!39!!!!;7356;http://localhost:18386->[7356];SYNCHRO_;1;null;GOT_INDS
2013-12-10 02:16:36.011;pool-2-thread-9;!!!!39!!!!;7356;http://localhost:18386->[7356];SYNCHRO_;1;null;SENDING_TO_INDS
2013-12-10 02:16:36.399;pool-2-thread-9;!!!!39!!!!;7356;http://localhost:18386->[7356];SYNCHRO_;1;null;RECEIVED_FROM_INDS
2013-12-10 02:16:36.399;pool-2-thread-9;!!!!39!!!!;7356;http://localhost:18386->[7356];SYNCHRO_;1;[7356];SUCCESS_FROM_INDS
2013-12-10 02:16:36.403;pool-2-thread-9;!!!!39!!!!;7356;null;SYNCHRO_;1;[7356];SENT_TO_WEBSERVER
2013-12-10 02:16:36.429;pool-2-thread-10;!!!!40!!!!;7356;null;SYNCHRO_;1;null;RECEIVED_FROM_WEBSERVER
2013-12-10 02:16:36.430;pool-2-thread-10;!!!!40!!!!;7356;http://localhost:18386->[7356];SYNCHRO_;1;null;GOT_INDS
2013-12-10 02:16:36.434;pool-2-thread-10;!!!!40!!!!;7356;http://localhost:18386->[7356];SYNCHRO_;1;null;SENDING_TO_INDS
2013-12-10 02:16:37.570;pool-2-thread-10;!!!!40!!!!;7356;http://localhost:18386->[7356];SYNCHRO_;1;null;RECEIVED_FROM_INDS
2013-12-10 02:16:37.570;pool-2-thread-10;!!!!40!!!!;7356;http://localhost:18386->[7356];SYNCHRO_;1;[7356];SUCCESS_FROM_INDS
2013-12-10 02:16:37.574;pool-2-thread-10;!!!!40!!!!;7356;null;SYNCHRO_;1;[7356];SENT_TO_WEBSERVER
2013-12-10 02:16:37.606;pool-2-thread-1;!!!!41!!!!;7356;null;SYNCHRO_;1;null;RECEIVED_FROM_WEBSERVER
2013-12-10 02:16:37.606;pool-2-thread-1;!!!!41!!!!;7356;http://localhost:18386->[7356];SYNCHRO_;1;null;GOT_INDS
2013-12-10 02:16:37.637;pool-2-thread-1;!!!!41!!!!;7356;http://localhost:18386->[7356];SYNCHRO_;1;null;SENDING_TO_INDS
2013-12-10 02:16:37.766;pool-2-thread-1;!!!!41!!!!;7356;http://localhost:18386->[7356];SYNCHRO_;1;null;RECEIVED_FROM_INDS
2013-12-10 02:16:37.766;pool-2-thread-1;!!!!41!!!!;7356;http://localhost:18386->[7356];SYNCHRO_;1;[7356];SUCCESS_FROM_INDS
2013-12-10 02:16:37.772;pool-2-thread-1;!!!!41!!!!;7356;null;SYNCHRO_;1;[7356];SENT_TO_WEBSERVER
2013-12-10 02:16:37.991;pool-2-thread-2;!!!!42!!!!;7356;null;SYNCHRO_;1;null;RECEIVED_FROM_WEBSERVER
2013-12-10 02:16:37.991;pool-2-thread-2;!!!!42!!!!;7356;http://localhost:18386->[7356];SYNCHRO_;1;null;GOT_INDS
2013-12-10 02:16:37.995;pool-2-thread-2;!!!!42!!!!;7356;http://localhost:18386->[7356];SYNCHRO_;1;null;SENDING_TO_INDS
2013-12-10 02:16:39.024;pool-2-thread-2;!!!!42!!!!;7356;http://localhost:18386->[7356];SYNCHRO_;1;null;RECEIVED_FROM_INDS
2013-12-10 02:16:39.024;pool-2-thread-2;!!!!42!!!!;7356;http://localhost:18386->[7356];SYNCHRO_;1;[7356];SUCCESS_FROM_INDS
2013-12-10 02:16:39.028;pool-2-thread-2;!!!!42!!!!;7356;null;SYNCHRO_;1;[7356];SENT_TO_WEBSERVER
2013-12-10 02:16:39.134;pool-2-thread-3;!!!!43!!!!;7356;null;SYNCHRO_;1;null;RECEIVED_FROM_WEBSERVER
2013-12-10 02:16:39.134;pool-2-thread-3;!!!!43!!!!;7356;http://localhost:18386->[7356];SYNCHRO_;1;null;GOT_INDS
2013-12-10 02:16:39.138;pool-2-thread-3;!!!!43!!!!;7356;http://localhost:18386->[7356];SYNCHRO_;1;null;SENDING_TO_INDS
2013-12-10 02:16:39.227;pool-2-thread-3;!!!!43!!!!;7356;http://localhost:18386->[7356];SYNCHRO_;1;null;RECEIVED_FROM_INDS
2013-12-10 02:16:39.227;pool-2-thread-3;!!!!43!!!!;7356;http://localhost:18386->[7356];SYNCHRO_;1;[7356];SUCCESS_FROM_INDS
2013-12-10 02:16:39.231;pool-2-thread-3;!!!!43!!!!;7356;null;SYNCHRO_;1;[7356];SENT_TO_WEBSERVER
2013-12-10 02:16:39.843;pool-2-thread-4;!!!!44!!!!;7356;null;SYNCHRO_;1;null;RECEIVED_FROM_WEBSERVER
2013-12-10 02:16:39.843;pool-2-thread-4;!!!!44!!!!;7356;http://localhost:18386->[7356];SYNCHRO_;1;null;GOT_INDS
2013-12-10 02:16:39.847;pool-2-thread-4;!!!!44!!!!;7356;http://localhost:18386->[7356];SYNCHRO_;1;null;SENDING_TO_INDS
2013-12-10 02:16:40.091;pool-2-thread-4;!!!!44!!!!;7356;http://localhost:18386->[7356];SYNCHRO_;1;null;RECEIVED_FROM_INDS
2013-12-10 02:16:40.091;pool-2-thread-4;!!!!44!!!!;7356;http://localhost:18386->[7356];SYNCHRO_;1;[7356];SUCCESS_FROM_INDS
2013-12-10 02:16:40.095;pool-2-thread-4;!!!!44!!!!;7356;null;SYNCHRO_;1;[7356];SENT_TO_WEBSERVER
2013-12-10 02:16:40.360;pool-2-thread-5;!!!!45!!!!;7356;null;API__52a62c302e2707.59576842;1;null;RECEIVED_FROM_WEBSERVER
2013-12-10 02:16:40.360;pool-2-thread-5;!!!!45!!!!;7356;http://localhost:18386->[7356];API__52a62c302e2707.59576842;1;null;GOT_INDS
2013-12-10 02:16:40.364;pool-2-thread-5;!!!!45!!!!;7356;http://localhost:18386->[7356];API__52a62c302e2707.59576842;1;null;SENDING_TO_INDS
2013-12-10 02:16:40.994;pool-2-thread-5;!!!!45!!!!;7356;http://localhost:18386->[7356];API__52a62c302e2707.59576842;1;null;RECEIVED_FROM_INDS
2013-12-10 02:16:40.994;pool-2-thread-5;!!!!45!!!!;7356;http://localhost:18386->[7356];API__52a62c302e2707.59576842;1;[7356];SUCCESS_FROM_INDS
2013-12-10 02:16:40.998;pool-2-thread-5;!!!!45!!!!;7356;null;API__52a62c302e2707.59576842;1;[7356];SENT_TO_WEBSERVER
2013-12-10 02:16:41.405;pool-2-thread-6;!!!!46!!!!;7356;null;API__52a62c302e2707.59576842;1;null;RECEIVED_FROM_WEBSERVER
2013-12-10 02:16:41.405;pool-2-thread-6;!!!!46!!!!;7356;http://localhost:18386->[7356];API__52a62c302e2707.59576842;1;null;GOT_INDS
2013-12-10 02:16:41.411;pool-2-thread-6;!!!!46!!!!;7356;http://localhost:18386->[7356];API__52a62c302e2707.59576842;1;null;SENDING_TO_INDS
2013-12-10 02:16:41.452;pool-2-thread-6;!!!!46!!!!;7356;http://localhost:18386->[7356];API__52a62c302e2707.59576842;1;null;RECEIVED_FROM_INDS
2013-12-10 02:16:41.452;pool-2-thread-6;!!!!46!!!!;7356;http://localhost:18386->[7356];API__52a62c302e2707.59576842;1;[7356];SUCCESS_FROM_INDS
2013-12-10 02:16:41.456;pool-2-thread-6;!!!!46!!!!;7356;null;API__52a62c302e2707.59576842;1;[7356];SENT_TO_WEBSERVER
2013-12-10 02:16:41.480;pool-2-thread-7;!!!!47!!!!;7356;null;API__52a62c302e2707.59576842;1;null;RECEIVED_FROM_WEBSERVER
2013-12-10 02:16:41.480;pool-2-thread-7;!!!!47!!!!;7356;http://localhost:18386->[7356];API__52a62c302e2707.59576842;1;null;GOT_INDS
2013-12-10 02:16:41.484;pool-2-thread-7;!!!!47!!!!;7356;http://localhost:18386->[7356];API__52a62c302e2707.59576842;1;null;SENDING_TO_INDS
2013-12-10 02:16:41.520;pool-2-thread-7;!!!!47!!!!;7356;http://localhost:18386->[7356];API__52a62c302e2707.59576842;1;null;RECEIVED_FROM_INDS
2013-12-10 02:16:41.520;pool-2-thread-7;!!!!47!!!!;7356;http://localhost:18386->[7356];API__52a62c302e2707.59576842;1;[7356];SUCCESS_FROM_INDS
2013-12-10 02:16:41.525;pool-2-thread-7;!!!!47!!!!;7356;null;API__52a62c302e2707.59576842;1;[7356];SENT_TO_WEBSERVER
2013-12-10 02:16:41.627;pool-2-thread-8;!!!!48!!!!;7356;null;API__52a62c31832f40.16919354;1;null;RECEIVED_FROM_WEBSERVER
2013-12-10 02:16:41.627;pool-2-thread-8;!!!!48!!!!;7356;http://localhost:18386->[7356];API__52a62c31832f40.16919354;1;null;GOT_INDS
2013-12-10 02:16:41.631;pool-2-thread-8;!!!!48!!!!;7356;http://localhost:18386->[7356];API__52a62c31832f40.16919354;1;null;SENDING_TO_INDS
2013-12-10 02:16:41.689;pool-2-thread-8;!!!!48!!!!;7356;http://localhost:18386->[7356];API__52a62c31832f40.16919354;1;null;RECEIVED_FROM_INDS
2013-12-10 02:16:41.689;pool-2-thread-8;!!!!48!!!!;7356;http://localhost:18386->[7356];API__52a62c31832f40.16919354;1;[7356];SUCCESS_FROM_INDS
2013-12-10 02:16:41.693;pool-2-thread-8;!!!!48!!!!;7356;null;API__52a62c31832f40.16919354;1;[7356];SENT_TO_WEBSERVER
2013-12-10 02:16:41.713;pool-2-thread-9;!!!!49!!!!;7356;null;API__52a62c302e2707.59576842;1;null;RECEIVED_FROM_WEBSERVER
2013-12-10 02:16:41.713;pool-2-thread-9;!!!!49!!!!;7356;http://localhost:18386->[7356];API__52a62c302e2707.59576842;1;null;GOT_INDS
2013-12-10 02:16:41.717;pool-2-thread-9;!!!!49!!!!;7356;http://localhost:18386->[7356];API__52a62c302e2707.59576842;1;null;SENDING_TO_INDS
2013-12-10 02:16:42.318;pool-2-thread-9;!!!!49!!!!;7356;http://localhost:18386->[7356];API__52a62c302e2707.59576842;1;null;RECEIVED_FROM_INDS
2013-12-10 02:16:42.318;pool-2-thread-9;!!!!49!!!!;7356;http://localhost:18386->[7356];API__52a62c302e2707.59576842;1;[7356];SUCCESS_FROM_INDS
2013-12-10 02:16:42.322;pool-2-thread-9;!!!!49!!!!;7356;null;API__52a62c302e2707.59576842;1;[7356];SENT_TO_WEBSERVER
2013-12-10 02:16:42.385;pool-2-thread-10;!!!!50!!!!;7356;null;API__52a62c31832f40.16919354;1;null;RECEIVED_FROM_WEBSERVER
2013-12-10 02:16:42.385;pool-2-thread-10;!!!!50!!!!;7356;http://localhost:18386->[7356];API__52a62c31832f40.16919354;1;null;GOT_INDS
2013-12-10 02:16:42.389;pool-2-thread-10;!!!!50!!!!;7356;http://localhost:18386->[7356];API__52a62c31832f40.16919354;1;null;SENDING_TO_INDS
2013-12-10 02:16:42.422;pool-2-thread-10;!!!!50!!!!;7356;http://localhost:18386->[7356];API__52a62c31832f40.16919354;1;null;RECEIVED_FROM_INDS
2013-12-10 02:16:42.423;pool-2-thread-10;!!!!50!!!!;7356;http://localhost:18386->[7356];API__52a62c31832f40.16919354;1;[7356];SUCCESS_FROM_INDS
2013-12-10 02:16:42.427;pool-2-thread-10;!!!!50!!!!;7356;null;API__52a62c31832f40.16919354;1;[7356];SENT_TO_WEBSERVER
2013-12-10 02:16:42.572;pool-2-thread-1;!!!!51!!!!;7356;null;SYNCHRO_;1;null;RECEIVED_FROM_WEBSERVER
2013-12-10 02:16:42.572;pool-2-thread-1;!!!!51!!!!;7356;http://localhost:18386->[7356];SYNCHRO_;1;null;GOT_INDS
2013-12-10 02:16:42.576;pool-2-thread-1;!!!!51!!!!;7356;http://localhost:18386->[7356];SYNCHRO_;1;null;SENDING_TO_INDS
2013-12-10 02:16:42.645;pool-2-thread-1;!!!!51!!!!;7356;http://localhost:18386->[7356];SYNCHRO_;1;null;RECEIVED_FROM_INDS
2013-12-10 02:16:42.645;pool-2-thread-1;!!!!51!!!!;7356;http://localhost:18386->[7356];SYNCHRO_;1;[7356];SUCCESS_FROM_INDS
2013-12-10 02:16:42.649;pool-2-thread-1;!!!!51!!!!;7356;null;SYNCHRO_;1;[7356];SENT_TO_WEBSERVER
2013-12-10 02:16:42.822;pool-2-thread-2;!!!!52!!!!;7356;null;API__52a62c32aee388.52552483;1;null;RECEIVED_FROM_WEBSERVER
2013-12-10 02:16:42.822;pool-2-thread-2;!!!!52!!!!;7356;http://localhost:18386->[7356];API__52a62c32aee388.52552483;1;null;GOT_INDS
2013-12-10 02:16:42.826;pool-2-thread-2;!!!!52!!!!;7356;http://localhost:18386->[7356];API__52a62c32aee388.52552483;1;null;SENDING_TO_INDS
2013-12-10 02:17:02.892;pool-2-thread-2;!!!!52!!!!;7356;http://localhost:18386->[7356];API__52a62c32aee388.52552483;1;null;RECEIVED_FROM_INDS
2013-12-10 02:17:02.915;pool-2-thread-2;!!!!52!!!!;7356;http://localhost:18386->[7356];API__52a62c32aee388.52552483;1;[7356];SUCCESS_FROM_INDS
2013-12-10 02:17:02.919;pool-2-thread-2;!!!!52!!!!;7356;null;API__52a62c32aee388.52552483;1;[7356];SENT_TO_WEBSERVER
2013-12-10 02:17:03.680;pool-2-thread-3;!!!!53!!!!;7356;null;API__52a62c302e2707.59576842;1;null;RECEIVED_FROM_WEBSERVER
2013-12-10 02:17:03.680;pool-2-thread-3;!!!!53!!!!;7356;http://localhost:18386->[7356];API__52a62c302e2707.59576842;1;null;GOT_INDS
2013-12-10 02:17:03.685;pool-2-thread-3;!!!!53!!!!;7356;http://localhost:18386->[7356];API__52a62c302e2707.59576842;1;null;SENDING_TO_INDS
2013-12-10 02:17:03.854;pool-2-thread-3;!!!!53!!!!;7356;http://localhost:18386->[7356];API__52a62c302e2707.59576842;1;null;RECEIVED_FROM_INDS
2013-12-10 02:17:03.855;pool-2-thread-3;!!!!53!!!!;7356;http://localhost:18386->[7356];API__52a62c302e2707.59576842;1;[7356];SUCCESS_FROM_INDS
2013-12-10 02:17:03.858;pool-2-thread-3;!!!!53!!!!;7356;null;API__52a62c302e2707.59576842;1;[7356];SENT_TO_WEBSERVER
2013-12-10 02:17:05.972;pool-2-thread-4;!!!!54!!!!;7356;null;SYNCHRO_;;null;RECEIVED_FROM_WEBSERVER
2013-12-10 02:17:05.972;pool-2-thread-4;!!!!54!!!!;7356;http://localhost:18386->[7356];SYNCHRO_;;null;GOT_INDS
2013-12-10 02:17:05.976;pool-2-thread-4;!!!!54!!!!;7356;http://localhost:18386->[7356];SYNCHRO_;;null;SENDING_TO_INDS
2013-12-10 02:17:06.025;pool-2-thread-4;!!!!54!!!!;7356;http://localhost:18386->[7356];SYNCHRO_;;null;RECEIVED_FROM_INDS
2013-12-10 02:17:06.025;pool-2-thread-4;!!!!54!!!!;7356;http://localhost:18386->[7356];SYNCHRO_;;[7356];SUCCESS_FROM_INDS
2013-12-10 02:17:06.029;pool-2-thread-4;!!!!54!!!!;7356;null;SYNCHRO_;;[7356];SENT_TO_WEBSERVER
2013-12-10 02:17:06.131;pool-2-thread-5;!!!!55!!!!;7356;null;API__52a62c32aee388.52552483;;null;RECEIVED_FROM_WEBSERVER
2013-12-10 02:17:06.132;pool-2-thread-5;!!!!55!!!!;7356;http://localhost:18386->[7356];API__52a62c32aee388.52552483;;null;GOT_INDS
2013-12-10 02:17:06.135;pool-2-thread-5;!!!!55!!!!;7356;http://localhost:18386->[7356];API__52a62c32aee388.52552483;;null;SENDING_TO_INDS
2013-12-10 02:17:06.188;pool-2-thread-5;!!!!55!!!!;7356;http://localhost:18386->[7356];API__52a62c32aee388.52552483;;null;RECEIVED_FROM_INDS
2013-12-10 02:17:06.189;pool-2-thread-5;!!!!55!!!!;7356;http://localhost:18386->[7356];API__52a62c32aee388.52552483;;[7356];SUCCESS_FROM_INDS
2013-12-10 02:17:06.193;pool-2-thread-5;!!!!55!!!!;7356;null;API__52a62c32aee388.52552483;;[7356];SENT_TO_WEBSERVER
2013-12-10 02:17:06.594;pool-2-thread-6;!!!!56!!!!;7356;null;;;null;RECEIVED_FROM_WEBSERVER
2013-12-10 02:17:06.594;pool-2-thread-6;!!!!56!!!!;7356;http://localhost:18386->[7356];;;null;GOT_INDS
2013-12-10 02:17:06.598;pool-2-thread-6;!!!!56!!!!;7356;http://localhost:18386->[7356];;;null;SENDING_TO_INDS
2013-12-10 02:17:07.282;pool-2-thread-6;!!!!56!!!!;7356;http://localhost:18386->[7356];;;null;RECEIVED_FROM_INDS
2013-12-10 02:17:07.282;pool-2-thread-6;!!!!56!!!!;7356;http://localhost:18386->[7356];;;[7356];SUCCESS_FROM_INDS
2013-12-10 02:17:07.287;pool-2-thread-6;!!!!56!!!!;7356;null;;;[7356];SENT_TO_WEBSERVER
2013-12-10 02:17:07.582;pool-2-thread-7;!!!!57!!!!;7356;null;;;null;RECEIVED_FROM_WEBSERVER
2013-12-10 02:17:07.582;pool-2-thread-7;!!!!57!!!!;7356;http://localhost:18386->[7356];;;null;GOT_INDS
2013-12-10 02:17:07.586;pool-2-thread-7;!!!!57!!!!;7356;http://localhost:18386->[7356];;;null;SENDING_TO_INDS
2013-12-10 02:17:07.644;pool-2-thread-7;!!!!57!!!!;7356;http://localhost:18386->[7356];;;null;RECEIVED_FROM_INDS
2013-12-10 02:17:07.644;pool-2-thread-7;!!!!57!!!!;7356;http://localhost:18386->[7356];;;[7356];SUCCESS_FROM_INDS
2013-12-10 02:17:07.648;pool-2-thread-7;!!!!57!!!!;7356;null;;;[7356];SENT_TO_WEBSERVER
2013-12-10 02:17:07.794;pool-2-thread-8;!!!!58!!!!;7356;null;;;null;RECEIVED_FROM_WEBSERVER
2013-12-10 02:17:07.794;pool-2-thread-8;!!!!58!!!!;7356;http://localhost:18386->[7356];;;null;GOT_INDS
2013-12-10 02:17:07.799;pool-2-thread-8;!!!!58!!!!;7356;http://localhost:18386->[7356];;;null;SENDING_TO_INDS
2013-12-10 02:17:07.813;pool-2-thread-9;!!!!59!!!!;7356;null;;;null;RECEIVED_FROM_WEBSERVER
2013-12-10 02:17:07.813;pool-2-thread-9;!!!!59!!!!;7356;null;;;null;WAITING_FOR_INDS
2013-12-10 02:17:07.815;pool-2-thread-10;!!!!60!!!!;7356;null;;;null;RECEIVED_FROM_WEBSERVER
2013-12-10 02:17:07.815;pool-2-thread-10;!!!!60!!!!;7356;null;;;null;WAITING_FOR_INDS
2013-12-10 02:17:07.862;pool-2-thread-8;!!!!58!!!!;7356;http://localhost:18386->[7356];;;null;RECEIVED_FROM_INDS
2013-12-10 02:17:07.862;pool-2-thread-8;!!!!58!!!!;7356;http://localhost:18386->[7356];;;[7356];SUCCESS_FROM_INDS
2013-12-10 02:17:07.867;pool-2-thread-10;!!!!60!!!!;7356;null;;;null;NOTIFIED_FOR_INDS
2013-12-10 02:17:07.867;pool-2-thread-8;!!!!58!!!!;7356;null;;;[7356];SENT_TO_WEBSERVER
2013-12-10 02:17:07.867;pool-2-thread-10;!!!!60!!!!;7356;http://localhost:18386->[7356];;;null;GOT_INDS
2013-12-10 02:17:07.871;pool-2-thread-9;!!!!59!!!!;7356;null;;;null;NOTIFIED_FOR_INDS
2013-12-10 02:17:07.871;pool-2-thread-10;!!!!60!!!!;7356;http://localhost:18386->[7356];;;null;SENDING_TO_INDS
2013-12-10 02:17:07.872;pool-2-thread-9;!!!!59!!!!;7356;null;;;null;WAITING_FOR_INDS
2013-12-10 02:17:07.971;pool-2-thread-1;!!!!61!!!!;7356;null;;;null;RECEIVED_FROM_WEBSERVER
2013-12-10 02:17:07.972;pool-2-thread-1;!!!!61!!!!;7356;null;;;null;WAITING_FOR_INDS
2013-12-10 02:17:08.075;pool-2-thread-10;!!!!60!!!!;7356;http://localhost:18386->[7356];;;null;RECEIVED_FROM_INDS
2013-12-10 02:17:08.075;pool-2-thread-10;!!!!60!!!!;7356;http://localhost:18386->[7356];;;[7356];SUCCESS_FROM_INDS
2013-12-10 02:17:08.080;pool-2-thread-1;!!!!61!!!!;7356;null;;;null;NOTIFIED_FOR_INDS
2013-12-10 02:17:08.080;pool-2-thread-10;!!!!60!!!!;7356;null;;;[7356];SENT_TO_WEBSERVER
2013-12-10 02:17:08.080;pool-2-thread-1;!!!!61!!!!;7356;http://localhost:18386->[7356];;;null;GOT_INDS
2013-12-10 02:17:08.086;pool-2-thread-9;!!!!59!!!!;7356;null;;;null;NOTIFIED_FOR_INDS
2013-12-10 02:17:08.086;pool-2-thread-1;!!!!61!!!!;7356;http://localhost:18386->[7356];;;null;SENDING_TO_INDS
2013-12-10 02:17:08.086;pool-2-thread-9;!!!!59!!!!;7356;null;;;null;WAITING_FOR_INDS
2013-12-10 02:17:08.133;pool-2-thread-1;!!!!61!!!!;7356;http://localhost:18386->[7356];;;null;RECEIVED_FROM_INDS
2013-12-10 02:17:08.133;pool-2-thread-1;!!!!61!!!!;7356;http://localhost:18386->[7356];;;[7356];SUCCESS_FROM_INDS
2013-12-10 02:17:08.137;pool-2-thread-1;!!!!61!!!!;7356;null;;;[7356];SENT_TO_WEBSERVER
2013-12-10 02:17:08.137;pool-2-thread-9;!!!!59!!!!;7356;null;;;null;NOTIFIED_FOR_INDS
2013-12-10 02:17:08.137;pool-2-thread-9;!!!!59!!!!;7356;http://localhost:18386->[7356];;;null;GOT_INDS
2013-12-10 02:17:08.141;pool-2-thread-9;!!!!59!!!!;7356;http://localhost:18386->[7356];;;null;SENDING_TO_INDS
2013-12-10 02:17:08.425;pool-2-thread-9;!!!!59!!!!;7356;http://localhost:18386->[7356];;;null;RECEIVED_FROM_INDS
2013-12-10 02:17:08.425;pool-2-thread-9;!!!!59!!!!;7356;http://localhost:18386->[7356];;;[7356];SUCCESS_FROM_INDS
2013-12-10 02:17:08.431;pool-2-thread-9;!!!!59!!!!;7356;null;;;[7356];SENT_TO_WEBSERVER
2013-12-10 02:17:08.603;pool-2-thread-2;!!!!62!!!!;7356;null;;;null;RECEIVED_FROM_WEBSERVER
2013-12-10 02:17:08.604;pool-2-thread-2;!!!!62!!!!;7356;http://localhost:18386->[7356];;;null;GOT_INDS
2013-12-10 02:17:08.609;pool-2-thread-2;!!!!62!!!!;7356;http://localhost:18386->[7356];;;null;SENDING_TO_INDS
2013-12-10 02:17:08.710;pool-2-thread-2;!!!!62!!!!;7356;http://localhost:18386->[7356];;;null;RECEIVED_FROM_INDS
2013-12-10 02:17:08.710;pool-2-thread-2;!!!!62!!!!;7356;http://localhost:18386->[7356];;;[7356];SUCCESS_FROM_INDS
2013-12-10 02:17:08.715;pool-2-thread-2;!!!!62!!!!;7356;null;;;[7356];SENT_TO_WEBSERVER
2013-12-10 02:17:08.748;pool-2-thread-3;!!!!63!!!!;7356;null;;;null;RECEIVED_FROM_WEBSERVER
2013-12-10 02:17:08.749;pool-2-thread-3;!!!!63!!!!;7356;http://localhost:18386->[7356];;;null;GOT_INDS
2013-12-10 02:17:08.753;pool-2-thread-3;!!!!63!!!!;7356;http://localhost:18386->[7356];;;null;SENDING_TO_INDS
2013-12-10 02:17:08.937;pool-2-thread-3;!!!!63!!!!;7356;http://localhost:18386->[7356];;;null;RECEIVED_FROM_INDS
2013-12-10 02:17:08.937;pool-2-thread-3;!!!!63!!!!;7356;http://localhost:18386->[7356];;;[7356];SUCCESS_FROM_INDS
2013-12-10 02:17:08.942;pool-2-thread-3;!!!!63!!!!;7356;null;;;[7356];SENT_TO_WEBSERVER
